scheduler,patronID,drink,execTime,waitTime,turnaroundTime,queueLevel
MLFQ,0,Red Wine,25,5,35,0
MLFQ,1,Vodka shot,20,1,26,0
MLFQ,2,Margarita,75,4,84,0
MLFQ,0,Draft Beer,50,32,87,1
MLFQ,3,Beer,25,32,57,0
MLFQ,4,Bloody Mary,70,1,72,0
MLFQ,3,Tequila shot,20,32,53,1
MLFQ,0,Martini,60,86,149,2
MLFQ,5,Gin and Tonic,40,1,44,0
MLFQ,4,Cosmopolitan,65,41,108,1
MLFQ,6,Margarita,75,58,136,0
MLFQ,7,Draft Beer,50,87,141,0
MLFQ,8,Red Wine,25,75,106,0
MLFQ,9,White Wine,25,22,48,0
MLFQ,10,White Wine,25,33,62,0
MLFQ,11,Cider,25,2,28,0
MLFQ,5,Tequila shot,20,211,234,1
MLFQ,6,Draft Beer,50,110,163,1
MLFQ,7,Martini,60,87,150,1
MLFQ,12,Margarita,75,32,112,0
MLFQ,13,Mojito,75,27,107,0
MLFQ,8,Bloody Mary,70,230,305,1
MLFQ,9,White Wine,25,280,310,1
MLFQ,11,Beer,25,307,335,1
MLFQ,14,Draft Beer,50,13,67,0
MLFQ,15,Cider,25,61,87,0
MLFQ,16,Cosmopolitan,65,50,117,0
MLFQ,10,Bloody Mary,70,460,533,1
MLFQ,12,B52,200,359,561,1
MLFQ,17,Cider,25,191,220,0
MLFQ,18,B52,200,178,380,0
MLFQ,19,White Wine,25,359,389,0
MLFQ,20,White Wine,25,46,76,0
MLFQ,21,Gin and Tonic,40,69,114,0
MLFQ,13,Draft Beer,50,794,845,1
MLFQ,14,Martini,60,662,724,1
MLFQ,22,Red Wine,25,53,80,0
MLFQ,23,Cider,25,60,87,0
MLFQ,24,White Wine,25,59,86,0
MLFQ,25,Beer,25,29,58,0
MLFQ,26,Vodka shot,20,18,41,0
MLFQ,27,Pina Colada,100,13,115,0
MLFQ,28,Martini,60,107,172,0
MLFQ,29,Martini,60,144,205,0
MLFQ,30,Margarita,75,14,94,0
MLFQ,31,Red Wine,25,77,104,0
MLFQ,32,Margarita,75,55,131,0
MLFQ,33,Martini,60,17,82,0
MLFQ,34,B52,200,71,276,0
MLFQ,35,Cosmopolitan,65,203,273,0
MLFQ,36,Gin and Tonic,40,272,316,0
MLFQ,37,Pina Colada,100,298,399,0
MLFQ,38,Cosmopolitan,65,331,401,0
MLFQ,39,Margarita,75,373,453,0
MLFQ,40,Martini,60,416,479,0
MLFQ,41,Bloody Mary,70,451,524,0
MLFQ,42,Cider,25,485,513,0
MLFQ,43,Margarita,75,469,547,0
MLFQ,44,White Wine,25,483,510,0
MLFQ,45,B52,200,399,600,0
MLFQ,46,B52,200,530,735,0
MLFQ,47,Cosmopolitan,65,713,783,0
MLFQ,48,White Wine,25,546,573,0
MLFQ,49,Tequila shot,20,345,370,0
MLFQ,15,B52,200,2707,2911,1
MLFQ,17,B52,200,2538,2740,1
MLFQ,18,Cosmopolitan,65,2629,2698,1
MLFQ,19,Mojito,75,2528,2605,1
MLFQ,20,Draft Beer,50,2570,2623,1
MLFQ,26,Red Wine,25,2471,2501,1
MLFQ,22,Red Wine,25,2466,2495,1
MLFQ,24,Cider,25,2433,2461,1
MLFQ,27,Tequila shot,20,2337,2357,1
MLFQ,28,B52,200,2299,2503,1
MLFQ,29,White Wine,25,2441,2469,1
MLFQ,30,Pina Colada,100,2419,2524,1
MLFQ,31,White Wine,25,2425,2455,1
MLFQ,32,Beer,25,2451,2476,1
MLFQ,33,Tequila shot,20,2384,2405,1
MLFQ,34,Tequila shot,20,2301,2326,1
MLFQ,35,Margarita,75,2215,2294,1
MLFQ,36,Pina Colada,100,2189,2290,1
MLFQ,38,Pina Colada,100,2180,2285,1
MLFQ,39,Gin and Tonic,40,2177,2218,1
MLFQ,40,Bloody Mary,70,2123,2196,1
MLFQ,42,Pina Colada,100,2107,2208,1
MLFQ,41,Beer,25,2184,2213,1
MLFQ,43,Red Wine,25,2181,2206,1
MLFQ,44,Draft Beer,50,2105,2159,1
MLFQ,45,Beer,25,2101,2131,1
MLFQ,47,Martini,60,1811,1876,1
MLFQ,48,Bloody Mary,70,1749,1824,1
MLFQ,0,Tequila shot,20,5588,5613,1
MLFQ,4,Cider,25,5503,5534,1
MLFQ,5,Cosmopolitan,65,5310,5380,1
MLFQ,6,White Wine,25,5226,5253,1
MLFQ,7,Tequila shot,20,5183,5207,1
MLFQ,8,Draft Beer,50,4933,4987,1
MLFQ,11,Margarita,75,4976,5055,1
MLFQ,9,Beer,25,5036,5061,1
MLFQ,10,Cider,25,4810,4839,1
MLFQ,12,Bloody Mary,70,4777,4850,1
MLFQ,13,Cosmopolitan,65,4361,4431,1
MLFQ,14,Beer,25,4362,4391,1
MLFQ,15,Beer,25,2281,2309,2
MLFQ,17,Cider,25,2107,2137,2
MLFQ,18,Red Wine,25,2027,2057,2
MLFQ,19,Pina Colada,100,1917,2018,2
MLFQ,20,Cosmopolitan,65,1978,2044,2
MLFQ,27,White Wine,25,2036,2066,2
MLFQ,26,Pina Colada,100,1997,2101,2
MLFQ,24,Vodka shot,20,2095,2120,2
MLFQ,22,Tequila shot,20,2097,2120,2
MLFQ,28,Pina Colada,100,2009,2111,2
