scheduler,patronID,drink,execTime,waitTime,turnaroundTime,queueLevel
FCFS,1,Cider,25,1,28,0
FCFS,0,White Wine,25,40,70,0
FCFS,1,Cider,25,0,30,0
FCFS,2,B52,200,21,226,0
FCFS,3,Tequila shot,20,226,251,0
FCFS,4,Bloody Mary,70,179,249,0
FCFS,0,White Wine,25,240,267,0
FCFS,1,Martini,60,227,292,0
FCFS,5,Red Wine,25,179,207,0
FCFS,2,Martini,60,208,273,0
FCFS,3,Beer,25,256,285,0
FCFS,6,Beer,25,256,286,0
FCFS,7,Gin and Tonic,40,137,181,0
FCFS,4,Mojito,75,142,219,0
FCFS,0,Margarita,75,191,271,0
FCFS,1,Beer,25,247,276,0
FCFS,5,Gin and Tonic,40,206,249,0
FCFS,2,Tequila shot,20,226,247,0
FCFS,3,Pina Colada,100,225,329,0
FCFS,6,B52,200,299,500,0
FCFS,8,White Wine,25,475,502,0
FCFS,7,Pina Colada,100,477,577,0
FCFS,4,Margarita,75,498,578,0
FCFS,0,Cider,25,531,561,0
FCFS,9,Martini,60,551,615,0
FCFS,2,Gin and Tonic,40,607,652,0
FCFS,10,Bloody Mary,70,632,706,0
FCFS,1,Pina Colada,100,695,799,0
FCFS,11,Draft Beer,50,782,837,0
FCFS,12,Gin and Tonic,40,826,871,0
FCFS,5,Bloody Mary,70,846,920,0
FCFS,3,Gin and Tonic,40,786,831,0
FCFS,13,White Wine,25,754,784,0
FCFS,14,White Wine,25,777,805,0
FCFS,6,Beer,25,802,831,0
FCFS,15,Beer,25,772,797,0
FCFS,16,Mojito,75,787,867,0
FCFS,8,Pina Colada,100,770,875,0
FCFS,17,Pina Colada,100,856,960,0
FCFS,18,Cosmopolitan,65,935,1005,0
FCFS,7,B52,200,979,1183,0
FCFS,20,Bloody Mary,70,1134,1209,0
FCFS,19,Martini,60,1210,1273,0
FCFS,0,Draft Beer,50,1231,1285,0
FCFS,21,White Wine,25,1272,1301,0
FCFS,9,Cosmopolitan,65,1242,1312,0
FCFS,22,Draft Beer,50,1308,1363,0
FCFS,10,White Wine,25,1209,1236,0
FCFS,1,Draft Beer,50,1160,1210,0
FCFS,12,Pina Colada,100,1120,1224,0
FCFS,23,Pina Colada,100,1115,1220,0
FCFS,5,White Wine,25,1218,1248,0
FCFS,3,Martini,60,1244,1309,0
FCFS,24,Vodka shot,20,1305,1329,0
FCFS,25,White Wine,25,1307,1337,0
FCFS,26,Bloody Mary,70,1322,1395,0
FCFS,13,Pina Colada,100,1368,1470,0
FCFS,27,Red Wine,25,1468,1498,0
FCFS,6,Gin and Tonic,40,1495,1540,0
FCFS,28,Cider,25,1516,1543,0
FCFS,15,Draft Beer,50,1543,1597,0
FCFS,29,B52,200,1550,1750,0
FCFS,30,Beer,25,1624,1651,0
FCFS,8,Vodka shot,20,1614,1637,0
FCFS,31,B52,200,1611,1816,0
FCFS,17,B52,200,1740,1942,0
FCFS,18,Martini,60,1943,2005,0
FCFS,32,Red Wine,25,1979,2009,0
FCFS,33,Tequila shot,20,1993,2015,0
FCFS,7,Cosmopolitan,65,1896,1962,0
FCFS,34,Bloody Mary,70,1901,1974,0
FCFS,20,Margarita,75,1822,1902,0
FCFS,35,Pina Colada,100,1877,1982,0
FCFS,19,Red Wine,25,1982,2010,0
FCFS,0,Pina Colada,100,1969,2070,0
FCFS,9,Martini,60,2018,2082,0
FCFS,21,Margarita,75,2052,2132,0
FCFS,36,Bloody Mary,70,2083,2158,0
FCFS,22,White Wine,25,2136,2164,0
FCFS,1,Cider,25,2083,2109,0
FCFS,12,Tequila shot,20,1985,2010,0
FCFS,37,Red Wine,25,2011,2039,0
FCFS,38,Martini,60,1974,2039,0
FCFS,39,Beer,25,2002,2029,0
FCFS,23,Draft Beer,50,2027,2081,0
FCFS,24,Cider,25,2081,2111,0
FCFS,40,Cosmopolitan,65,2110,2180,0
FCFS,5,Cosmopolitan,65,2125,2194,0
FCFS,3,Martini,60,2169,2229,0
FCFS,41,Red Wine,25,2146,2176,0
FCFS,25,Mojito,75,2163,2243,0
FCFS,42,Gin and Tonic,40,2209,2252,0
FCFS,26,Cider,25,2215,2245,0
FCFS,13,Tequila shot,20,2174,2199,0
FCFS,27,B52,200,2139,2340,0
FCFS,43,Cider,25,2336,2365,0
FCFS,6,Cosmopolitan,65,2364,2432,0
FCFS,44,Gin and Tonic,40,2428,2473,0
FCFS,28,Margarita,75,2464,2540,0
FCFS,45,Pina Colada,100,2530,2633,0
FCFS,15,Tequila shot,20,2587,2612,0
FCFS,46,Bloody Mary,70,2566,2641,0
FCFS,47,Mojito,75,2592,2668,0
FCFS,29,Red Wine,25,2652,2683,0
FCFS,48,Martini,60,2651,2715,0
FCFS,8,Vodka shot,20,2707,2730,0
FCFS,30,Cosmopolitan,65,2656,2723,0
FCFS,31,Margarita,75,2586,2666,0
FCFS,17,Bloody Mary,70,2462,2535,0
FCFS,49,Beer,25,2497,2523,0
FCFS,33,Margarita,75,2456,2533,0
FCFS,18,Red Wine,25,2476,2504,0
FCFS,7,Mojito,75,2449,2527,0
FCFS,32,Vodka shot,20,2513,2534,0
FCFS,34,Gin and Tonic,40,2375,2416,0
FCFS,20,Tequila shot,20,2404,2428,0
FCFS,35,Vodka shot,20,2282,2306,0
FCFS,19,Bloody Mary,70,2246,2318,0
FCFS,9,Margarita,75,2198,2275,0
FCFS,21,Cosmopolitan,65,2222,2291,0
FCFS,12,Gin and Tonic,40,2214,2259,0
