scheduler,patronID,drink,execTime,waitTime,turnaroundTime,queueLevel
ASJF,0,Red Wine,25,1,28,0
ASJF,1,Vodka shot,20,1,24,0
ASJF,2,Margarita,75,6,86,0
ASJF,1,Draft Beer,50,77,132,0
ASJF,3,Beer,25,33,62,0
ASJF,2,Bloody Mary,70,5,79,0
ASJF,1,Tequila shot,20,0,26,0
ASJF,4,Martini,60,42,107,0
ASJF,1,Gin and Tonic,40,62,104,0
ASJF,3,Cosmopolitan,65,103,169,0
ASJF,2,Tequila shot,20,46,70,0
ASJF,4,Margarita,75,23,103,0
ASJF,3,Tequila shot,20,52,77,0
ASJF,5,Cider,25,67,94,0
ASJF,6,Red Wine,25,49,78,0
ASJF,3,White Wine,25,53,83,0
ASJF,7,White Wine,25,41,71,0
ASJF,2,Draft Beer,50,221,271,0
ASJF,5,Cider,25,40,70,0
ASJF,4,Draft Beer,50,141,196,0
ASJF,8,Martini,60,105,170,0
ASJF,5,White Wine,25,20,50,0
ASJF,9,Beer,25,7,36,0
ASJF,6,Cosmopolitan,65,175,243,0
ASJF,3,Bloody Mary,70,208,281,0
ASJF,5,White Wine,25,21,50,0
ASJF,8,Margarita,75,121,201,0
ASJF,9,Bloody Mary,70,148,218,0
ASJF,3,Tequila shot,20,27,49,0
ASJF,6,Mojito,75,223,303,0
ASJF,3,Draft Beer,50,78,133,0
ASJF,9,Draft Beer,50,9,63,0
ASJF,8,B52,200,205,407,0
ASJF,6,Cider,25,201,231,0
ASJF,9,Beer,25,128,156,0
ASJF,3,Draft Beer,50,213,266,0
ASJF,10,Cosmopolitan,65,282,352,0
ASJF,9,Cider,25,21,51,0
ASJF,11,Margarita,75,363,443,0
ASJF,10,White Wine,25,62,92,0
ASJF,8,Martini,60,316,380,0
ASJF,9,Cider,25,73,102,0
ASJF,11,Bloody Mary,70,42,117,0
ASJF,13,White Wine,25,7,37,0
ASJF,9,Gin and Tonic,40,2,46,0
ASJF,15,Red Wine,25,7,37,0
ASJF,14,Cosmopolitan,65,67,134,0
ASJF,11,Cider,25,19,47,0
ASJF,9,Draft Beer,50,15,70,0
ASJF,15,White Wine,25,2,28,0
ASJF,16,Mojito,75,179,258,0
ASJF,11,Beer,25,58,85,0
ASJF,17,Cosmopolitan,65,95,164,0
ASJF,15,Vodka shot,20,24,49,0
ASJF,16,Beer,25,7,36,0
ASJF,11,Red Wine,25,22,49,0
ASJF,15,Martini,60,55,119,0
ASJF,19,Red Wine,25,44,74,0
ASJF,16,Cider,25,22,54,0
ASJF,17,Martini,60,159,222,0
ASJF,21,Tequila shot,20,53,75,0
ASJF,11,Red Wine,25,60,90,0
ASJF,23,White Wine,25,39,65,0
ASJF,6,B52,200,1181,1381,0
ASJF,17,White Wine,25,166,194,0
ASJF,26,Beer,25,148,175,0
ASJF,25,Gin and Tonic,40,243,288,0
ASJF,27,Tequila shot,20,36,61,0
ASJF,16,Martini,60,372,437,0
ASJF,20,Margarita,75,557,637,0
ASJF,18,Pina Colada,100,811,916,0
ASJF,12,B52,200,1692,1894,0
ASJF,19,Cosmopolitan,65,808,876,0
ASJF,22,Margarita,75,948,1026,0
ASJF,16,Tequila shot,20,426,449,0
ASJF,28,Cider,25,428,457,0
ASJF,6,Cosmopolitan,65,773,840,0
ASJF,21,Pina Colada,100,1108,1213,0
ASJF,10,B52,200,1992,2194,0
ASJF,26,Martini,60,1003,1064,0
ASJF,11,Pina Colada,100,1298,1403,0
ASJF,27,Margarita,75,1197,1277,0
ASJF,17,Bloody Mary,70,1226,1298,0
ASJF,29,White Wine,25,925,954,0
ASJF,20,Margarita,75,1152,1229,0
ASJF,18,Margarita,75,1085,1165,0
ASJF,6,Gin and Tonic,40,766,810,0
ASJF,15,B52,200,2011,2214,0
ASJF,22,Cosmopolitan,65,1103,1170,0
ASJF,10,White Wine,25,815,843,0
ASJF,24,B52,200,2242,2443,0
ASJF,12,Pina Colada,100,1620,1723,0
ASJF,21,Bloody Mary,70,1237,1309,0
ASJF,11,Beer,25,942,970,0
ASJF,28,Pina Colada,100,1532,1637,0
ASJF,27,Red Wine,25,1032,1062,0
ASJF,29,Tequila shot,20,891,916,0
ASJF,20,Beer,25,909,934,0
ASJF,17,Draft Beer,50,970,1021,0
ASJF,26,Pina Colada,100,1320,1425,0
ASJF,19,B52,200,2058,2259,0
ASJF,16,B52,200,2206,2407,0
ASJF,10,Beer,25,1002,1030,0
ASJF,15,Martini,60,1267,1331,0
ASJF,24,Cider,25,1033,1062,0
ASJF,22,Bloody Mary,70,1251,1325,0
ASJF,12,Red Wine,25,925,955,0
ASJF,28,White Wine,25,747,777,0
ASJF,17,Vodka shot,20,664,686,0
ASJF,26,Tequila shot,20,564,589,0
ASJF,29,Cosmopolitan,65,890,955,0
ASJF,21,Pina Colada,100,996,1100,0
ASJF,16,Red Wine,25,467,493,0
ASJF,20,Pina Colada,100,961,1061,0
ASJF,17,White Wine,25,322,348,0
ASJF,26,Red Wine,25,322,349,0
ASJF,12,Red Wine,25,281,311,0
ASJF,19,Pina Colada,100,881,986,0
ASJF,24,Draft Beer,50,569,621,0
ASJF,10,Margarita,75,719,798,0
ASJF,28,Gin and Tonic,40,518,558,0
ASJF,22,Martini,60,618,682,0
ASJF,16,Cider,25,374,404,0
ASJF,12,Vodka shot,20,221,246,0
ASJF,26,Gin and Tonic,40,277,320,0
ASJF,24,Cider,25,181,208,0
ASJF,10,Cider,25,150,178,0
ASJF,12,Tequila shot,20,98,122,0
ASJF,17,Martini,60,429,494,0
ASJF,22,Vodka shot,20,136,161,0
ASJF,20,Mojito,75,577,656,0
ASJF,19,Mojito,75,469,545,0
ASJF,26,Draft Beer,50,219,274,0
ASJF,28,Margarita,75,438,516,0
ASJF,22,Draft Beer,50,289,344,0
ASJF,10,Martini,60,359,421,0
ASJF,15,B52,200,1509,1714,0
ASJF,28,White Wine,25,238,268,0
ASJF,20,Cosmopolitan,65,455,525,0
ASJF,24,Pina Colada,100,760,863,0
ASJF,15,Draft Beer,50,195,245,0
ASJF,20,Draft Beer,50,101,156,0
ASJF,28,Draft Beer,50,127,180,0
ASJF,24,Draft Beer,50,37,93,0
ASJF,24,Bloody Mary,70,1,76,0
