scheduler,patronID,drink,execTime,waitTime,turnaroundTime,queueLevel
PRIORITY,0,White Wine,25,2,29,0
PRIORITY,0,Cider,25,0,28,0
PRIORITY,1,Cider,25,0,29,0
PRIORITY,0,B52,200,0,205,0
PRIORITY,1,Tequila shot,20,164,187,0
PRIORITY,0,White Wine,25,11,41,0
PRIORITY,1,Martini,60,26,91,0
PRIORITY,2,Bloody Mary,70,216,289,0
PRIORITY,0,Red Wine,25,0,27,0
PRIORITY,1,Martini,60,7,70,0
PRIORITY,2,Beer,25,0,28,0
PRIORITY,0,Beer,25,0,29,0
PRIORITY,1,Gin and Tonic,40,2,47,0
PRIORITY,2,Mojito,75,0,79,0
PRIORITY,1,Margarita,75,0,80,0
PRIORITY,2,Beer,25,1,27,0
PRIORITY,1,Gin and Tonic,40,0,45,0
PRIORITY,3,Tequila shot,20,0,25,0
PRIORITY,3,Pina Colada,100,0,104,0
PRIORITY,1,B52,200,84,286,0
PRIORITY,3,White Wine,25,79,109,0
PRIORITY,3,Pina Colada,100,0,105,0
PRIORITY,4,Margarita,75,0,76,0
PRIORITY,3,Cider,25,37,67,0
PRIORITY,4,Martini,60,0,65,0
PRIORITY,3,Gin and Tonic,40,14,58,0
PRIORITY,3,Bloody Mary,70,0,74,0
PRIORITY,5,Pina Colada,100,0,105,0
PRIORITY,6,Draft Beer,50,0,55,0
PRIORITY,5,Gin and Tonic,40,1,41,0
PRIORITY,6,Bloody Mary,70,0,73,0
PRIORITY,7,Gin and Tonic,40,57,100,0
PRIORITY,6,White Wine,25,0,27,0
PRIORITY,7,White Wine,25,27,57,0
PRIORITY,8,Beer,25,0,30,0
PRIORITY,6,Beer,25,1,28,0
PRIORITY,7,Mojito,75,1,80,0
PRIORITY,8,Pina Colada,100,34,139,0
PRIORITY,6,Pina Colada,100,83,188,0
PRIORITY,9,Cosmopolitan,65,0,69,0
PRIORITY,9,B52,200,0,205,0
PRIORITY,9,Bloody Mary,70,0,72,0
