scheduler,patronID,drink,execTime,waitTime,turnaroundTime,queueLevel
FCFS,1,White Wine,25,1,31,0
FCFS,0,Beer,25,43,69,0
FCFS,2,Margarita,75,0,79,0
FCFS,1,B52,200,35,240,0
FCFS,3,Tequila shot,20,231,256,0
FCFS,2,Beer,25,146,176,0
FCFS,4,Cosmopolitan,65,160,229,0
FCFS,5,Draft Beer,50,122,178,0
FCFS,6,White Wine,25,176,203,0
FCFS,1,Pina Colada,100,198,299,0
FCFS,3,B52,200,282,486,0
FCFS,4,Gin and Tonic,40,335,380,0
FCFS,7,Beer,25,217,244,0
FCFS,6,White Wine,25,227,252,0
FCFS,1,Draft Beer,50,181,234,0
FCFS,8,Cosmopolitan,65,198,268,0
FCFS,3,White Wine,25,214,242,0
FCFS,9,White Wine,25,192,218,0
FCFS,10,Cosmopolitan,65,144,213,0
FCFS,4,Gin and Tonic,40,191,236,0
FCFS,7,Beer,25,224,252,0
FCFS,11,Mojito,75,174,254,0
FCFS,6,Gin and Tonic,40,254,296,0
FCFS,1,White Wine,25,297,327,0
FCFS,8,Martini,60,307,371,0
FCFS,12,Martini,60,366,428,0
FCFS,13,Pina Colada,100,422,525,0
FCFS,14,Draft Beer,50,474,529,0
FCFS,16,Vodka shot,20,486,510,0
FCFS,15,Red Wine,25,511,538,0
FCFS,10,Vodka shot,20,518,542,0
FCFS,3,Beer,25,541,567,0
FCFS,9,Tequila shot,20,544,569,0
FCFS,17,Cider,25,567,597,0
FCFS,18,Mojito,75,554,632,0
FCFS,4,Tequila shot,20,602,625,0
FCFS,19,Pina Colada,100,606,706,0
FCFS,7,Cosmopolitan,65,706,776,0
FCFS,11,White Wine,25,689,717,0
FCFS,6,Vodka shot,20,670,691,0
FCFS,20,Pina Colada,100,633,738,0
FCFS,8,Beer,25,704,729,0
FCFS,21,Cider,25,683,712,0
FCFS,16,Bloody Mary,70,624,699,0
FCFS,22,B52,200,675,877,0
FCFS,10,Vodka shot,20,850,874,0
FCFS,14,Pina Colada,100,852,955,0
FCFS,23,Tequila shot,20,950,975,0
FCFS,15,Pina Colada,100,885,990,0
FCFS,24,Bloody Mary,70,957,1028,0
FCFS,25,Gin and Tonic,40,1021,1065,0
FCFS,4,Red Wine,25,1041,1071,0
FCFS,26,Bloody Mary,70,1034,1105,0
FCFS,18,B52,200,1058,1263,0
FCFS,27,Cider,25,1235,1264,0
FCFS,7,Gin and Tonic,40,1159,1200,0
FCFS,19,Draft Beer,50,1200,1250,0
FCFS,6,Martini,60,1249,1310,0
FCFS,28,Gin and Tonic,40,1296,1337,0
FCFS,11,Draft Beer,50,1222,1277,0
FCFS,29,Red Wine,25,1207,1236,0
FCFS,30,Cider,25,1231,1258,0
FCFS,20,B52,200,1238,1443,0
FCFS,8,Tequila shot,20,1436,1461,0
FCFS,21,Beer,25,1434,1464,0
FCFS,31,Martini,60,1370,1435,0
FCFS,32,Cider,25,1400,1430,0
FCFS,33,Draft Beer,50,1398,1448,0
FCFS,22,White Wine,25,1426,1452,0
FCFS,10,White Wine,25,1434,1464,0
FCFS,23,Pina Colada,100,1334,1435,0
FCFS,34,Red Wine,25,1342,1370,0
FCFS,14,Cosmopolitan,65,1370,1437,0
FCFS,35,Bloody Mary,70,1350,1422,0
FCFS,15,Gin and Tonic,40,1381,1425,0
FCFS,25,Cider,25,1319,1346,0
FCFS,36,Bloody Mary,70,1275,1350,0
FCFS,4,Vodka shot,20,1349,1374,0
FCFS,26,Draft Beer,50,1306,1358,0
FCFS,37,White Wine,25,1346,1375,0
FCFS,38,Tequila shot,20,1364,1388,0
FCFS,18,White Wine,25,1349,1379,0
FCFS,39,Bloody Mary,70,1368,1440,0
FCFS,40,Cosmopolitan,65,1399,1468,0
FCFS,27,Cosmopolitan,65,1400,1469,0
FCFS,41,Pina Colada,100,1405,1506,0
FCFS,19,Beer,25,1480,1510,0
FCFS,42,Vodka shot,20,1479,1504,0
FCFS,6,Gin and Tonic,40,9039,9082,0
FCFS,43,Red Wine,25,9074,9099,0
FCFS,28,Tequila shot,20,9074,9094,0
FCFS,44,Red Wine,25,9054,9084,0
FCFS,11,Vodka shot,20,9079,9104,0
FCFS,45,Vodka shot,20,9081,9102,0
FCFS,30,Cider,25,9065,9092,0
FCFS,29,Tequila shot,20,9075,9100,0
FCFS,46,Draft Beer,50,9007,9062,0
FCFS,20,B52,200,9062,9267,0
FCFS,8,Gin and Tonic,40,9249,9293,0
FCFS,21,Red Wine,25,9166,9195,0
FCFS,31,White Wine,25,9118,9146,0
FCFS,32,Tequila shot,20,9126,9149,0
FCFS,47,Pina Colada,100,9124,9227,0
FCFS,33,White Wine,25,9201,9228,0
FCFS,22,Draft Beer,50,9154,9208,0
FCFS,10,Beer,25,9177,9203,0
FCFS,23,White Wine,25,9137,9167,0
FCFS,48,Margarita,75,9149,9226,0
FCFS,14,Mojito,75,9224,9303,0
FCFS,35,Cosmopolitan,65,9135,9205,0
FCFS,15,Tequila shot,20,9201,9223,0
FCFS,25,Tequila shot,20,9206,9231,0
FCFS,4,Margarita,75,9230,9310,0
FCFS,38,B52,200,9203,9407,0
FCFS,36,Margarita,75,9393,9472,0
FCFS,26,Martini,60,9443,9504,0
FCFS,37,Bloody Mary,70,9426,9498,0
FCFS,18,Cider,25,9444,9471,0
FCFS,40,B52,200,9428,9633,0
FCFS,39,Mojito,75,9602,9681,0
FCFS,27,B52,200,9643,9844,0
FCFS,42,Vodka shot,20,9739,9761,0
FCFS,41,Draft Beer,50,9696,9751,0
FCFS,19,Draft Beer,50,9742,9793,0
FCFS,49,White Wine,25,9146,9171,0
FCFS,11,Gin and Tonic,40,2168,2209,0
FCFS,6,Draft Beer,50,2208,2263,0
FCFS,45,Vodka shot,20,2245,2267,0
FCFS,43,Bloody Mary,70,2218,2292,0
FCFS,29,Cider,25,2289,2319,0
FCFS,44,Pina Colada,100,2268,2373,0
FCFS,30,Margarita,75,2353,2432,0
FCFS,46,Margarita,75,2349,2429,0
FCFS,20,Cider,25,2317,2347,0
FCFS,32,Margarita,75,2230,2310,0
FCFS,8,Vodka shot,20,2286,2311,0
FCFS,21,Tequila shot,20,2242,2267,0
FCFS,31,Margarita,75,2236,2316,0
FCFS,47,Red Wine,25,2219,2248,0
FCFS,33,Mojito,75,2192,2272,0
FCFS,22,Martini,60,2268,2333,0
FCFS,10,Red Wine,25,2304,2332,0
FCFS,23,Martini,60,2247,2312,0
FCFS,48,Margarita,75,2302,2378,0
FCFS,15,B52,200,2280,2485,0
FCFS,35,Vodka shot,20,2462,2487,0
FCFS,25,Vodka shot,20,2485,2510,0
FCFS,4,Beer,25,2349,2379,0
FCFS,38,B52,200,2246,2450,0
FCFS,36,Cider,25,2298,2328,0
FCFS,26,Beer,25,2236,2266,0
FCFS,18,Cosmopolitan,65,2175,2245,0
FCFS,37,Mojito,75,2223,2300,0
FCFS,40,Cosmopolitan,65,2209,2275,0
FCFS,27,Mojito,75,1994,2074,0
FCFS,42,Draft Beer,50,2061,2112,0
FCFS,41,Bloody Mary,70,1957,2028,0
FCFS,19,Gin and Tonic,40,1977,2020,0
FCFS,45,Cosmopolitan,65,1976,2044,0
FCFS,11,B52,200,2014,2219,0
FCFS,49,Gin and Tonic,40,2220,2265,0
FCFS,6,Pina Colada,100,2219,2324,0
FCFS,29,Gin and Tonic,40,2195,2240,0
FCFS,44,B52,200,2119,2324,0
FCFS,30,Margarita,75,2282,2359,0
FCFS,46,Vodka shot,20,2283,2308,0
FCFS,20,Gin and Tonic,40,2257,2301,0
FCFS,8,Beer,25,2292,2322,0
FCFS,21,Mojito,75,2298,2378,0
FCFS,32,Beer,25,2348,2376,0
FCFS,31,Red Wine,25,2246,2275,0
FCFS,47,Gin and Tonic,40,2180,2225,0
FCFS,33,Cider,25,2180,2210,0
FCFS,22,Gin and Tonic,40,2149,2192,0
FCFS,10,Gin and Tonic,40,2121,2165,0
FCFS,23,Red Wine,25,2144,2173,0
FCFS,48,B52,200,2124,2325,0
FCFS,15,Beer,25,2192,2218,0
FCFS,35,Beer,25,2202,2229,0
FCFS,25,Margarita,75,2204,2280,0
FCFS,38,Cosmopolitan,65,2039,2105,0
FCFS,36,Mojito,75,1982,2060,0
FCFS,18,Cosmopolitan,65,2014,2084,0
FCFS,37,Pina Colada,100,1946,2051,0
FCFS,40,Red Wine,25,2044,2072,0
FCFS,27,Cosmopolitan,65,1933,2003,0
FCFS,42,Beer,25,1959,1989,0
FCFS,19,Draft Beer,50,1867,1923,0
FCFS,45,Cosmopolitan,65,1911,1978,0
FCFS,11,Cosmopolitan,65,1815,1880,0
FCFS,29,Margarita,75,1583,1659,0
FCFS,44,Cosmopolitan,65,1556,1623,0
FCFS,46,Cosmopolitan,65,1528,1596,0
FCFS,30,Red Wine,25,1544,1574,0
FCFS,21,Cosmopolitan,65,1360,1430,0
FCFS,32,Mojito,75,1413,1493,0
FCFS,33,B52,200,1392,1597,0
FCFS,22,Cosmopolitan,65,1542,1612,0
FCFS,23,Red Wine,25,1501,1531,0
FCFS,48,Pina Colada,100,1470,1573,0
FCFS,15,B52,200,1452,1657,0
FCFS,25,Gin and Tonic,40,1576,1621,0
